operation, x, y, z, xtype, ytype, ztype, xunit, yunit, zunit
CUDA Device to Host, 256, 55.252686, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 256, 56190330, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 256, 128768201, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 256, 1.132000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 256, 51.319153, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 256, 58856856, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 256, 132342610, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 256, 1.151000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 256, 53.872009, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 256, 55933612, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 256, 128018128, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 256, 1.177000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 256, 51.713623, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 256, 59053293, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 256, 133066316, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 256, 1.167000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 256, 53.626953, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 256, 56558268, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 256, 128089866, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 256, 1.132000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 256, 50.832825, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 256, 58263261, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 256, 132003685, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 256, 1.148000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 256, 54.366272, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 256, 56112707, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 256, 128505308, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 256, 1.155000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 256, 48.987122, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 256, 57780605, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 256, 131724504, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 256, 1.164000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 256, 51.488464, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 256, 56335912, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 256, 128169036, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 256, 1.160000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 256, 49.481262, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 256, 59188746, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 256, 132389181, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 256, 1.165000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 256, 52.421692, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 256, 55946766, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 256, 127375043, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 256, 1.140000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 256, 51.643738, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 256, 58630739, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 256, 132416264, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 256, 1.164000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 256, 51.956482, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 256, 56199227, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 256, 127050406, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 256, 1.141000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 256, 51.704468, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 256, 58559842, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 256, 132296749, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 256, 1.182000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 256, 54.942749, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 256, 56359406, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 256, 128465521, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 256, 1.146000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 256, 51.954102, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 256, 58681915, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 256, 132807660, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 256, 1.166000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 256, 53.141785, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 256, 56160432, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 256, 127901258, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 256, 1.141000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 256, 50.930176, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 256, 59013998, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 256, 133475702, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 256, 1.165000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 256, 53.997070, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 256, 56163420, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 256, 128573435, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 256, 1.147000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 256, 51.048462, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 256, 58560666, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 256, 133367383, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 256, 1.182000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 256, 53.760315, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 256, 56293945, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 256, 128714560, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 256, 1.152000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 256, 51.790466, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 256, 58558391, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 256, 133658973, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 256, 1.151000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 256, 53.595398, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 256, 56810701, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 256, 128984755, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 256, 1.277000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 256, 61.594360, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 256, 60165180, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 256, 139711298, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 256, 1.161000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 256, 53.899292, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 256, 56442965, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 256, 129900832, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 256, 1.138000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 256, 50.304077, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 256, 58784961, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 256, 133107165, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 256, 1.166000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 256, 53.579956, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 256, 55724624, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 256, 127917292, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 256, 1.147000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 256, 51.579041, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 256, 58811447, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 256, 133462243, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 256, 1.164000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 256, 52.151306, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 256, 56273890, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 256, 127620563, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 256, 1.145000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 256, 51.593384, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 256, 58668375, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 256, 133090425, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 256, 1.174000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 256, 54.199890, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 256, 56812248, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 256, 128612213, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 512, 1.151000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 512, 51.414062, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 512, 57338906, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 512, 132662322, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 512, 1.183000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 512, 56.960144, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 512, 55420125, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 512, 128685085, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 512, 1.151000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 512, 51.590881, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 512, 57482241, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 512, 132444355, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 512, 1.257000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 512, 65.933533, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 512, 58762015, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 512, 136676981, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 512, 1.142000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 512, 51.328430, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 512, 58026171, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 512, 132463868, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 512, 1.142000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 512, 53.620117, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 512, 55513404, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 512, 128176823, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 512, 1.138000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 512, 51.154846, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 512, 57351186, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 512, 131936105, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 512, 1.169000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 512, 53.219543, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 512, 55504672, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 512, 127961072, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 512, 1.143000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 512, 51.022888, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 512, 57471377, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 512, 132255150, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 512, 1.152000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 512, 53.898132, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 512, 56021097, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 512, 128760996, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 512, 1.165000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 512, 50.502258, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 512, 57440495, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 512, 132515077, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 512, 1.159000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 512, 52.007996, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 512, 55484350, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 512, 128128435, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 512, 1.257000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 512, 60.337524, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 512, 60543509, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 512, 140220691, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 512, 1.176000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 512, 53.003235, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 512, 55345369, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 512, 128656078, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 512, 1.136000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 512, 51.341492, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 512, 57395047, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 512, 131773548, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 512, 1.168000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 512, 57.250916, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 512, 56370558, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 512, 128993489, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 512, 1.136000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 512, 51.217346, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 512, 57894377, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 512, 132577480, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 512, 1.163000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 512, 60.429688, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 512, 55935768, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 512, 129227845, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 512, 1.140000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 512, 51.417236, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 512, 57758448, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 512, 132302948, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 512, 1.155000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 512, 56.429932, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 512, 55654544, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 512, 127832924, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 512, 1.141000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 512, 51.485962, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 512, 57899940, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 512, 133159840, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 512, 1.162000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 512, 52.629761, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 512, 55456263, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 512, 128920605, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 512, 1.234000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 512, 58.429382, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 512, 59869699, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 512, 139247525, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 512, 1.156000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 512, 54.522949, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 512, 55577686, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 512, 128849499, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 512, 1.138000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 512, 50.762329, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 512, 57613458, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 512, 133359206, vcms, N, L2 Cache Misses, Memory Allocator, , , 
